# Vigil IOC: Malicious signing certificate hashes
# Format: hash|threat_name|hash_type
B8D8C25B1CFE2829D397C8FB166895A6791A43D5|MobileTrackerFree|SHA1
B8F5FDFAE5920C4CFB6ACE214D39327F299FA76D|iKeyMonitor|SHA1
B8FCBCA563B1CD0E79CAC595002422C2E54072B7|RealtimeSpy|SHA1
B927DACA3BB3876523E2E8B1BDB56CE84B0DFFF7|CatWatchful|SHA1
B9D5BAEDCF0C711317E8B6E54D60F0A5EDEE9517|AndroidPolice|SHA1
B9F546776987F0F2FF893325D2CCDF7F62F0D56E|MeuSpy|SHA1
BB59FC701EAC40C51C9274EA6A8EE623F5002802|AndroidPolice|SHA1
BB5E2C0E8DFDC54730C1E9B48754977E7DBCCCF9|WtSpy|SHA1
BC53CC2A9996DE47BF72348F2A592DC0EBDAF06B|CouplerTracker|SHA1
BC682A41C2AA1EFFFD65CE42BBE3FA967A561EEC|AndroidPolice|SHA1
BC693B48B7EC988E275CF9E1CDAA1447A31717D9|Cerberus|SHA1
BCA2BCB87F6E28FB403CED643311B135CA0DC0A2|AiSpyer|SHA1
BD3986483D9B962B029D65BF34BF4B7C568FF204|AndroidPolice|SHA1
BEF28CC19ADFBEADC95137A2BD5035B6046666E9|AndroidPolice|SHA1
BFC4C15E35E3506095B42E2B428E4016B1FFA1AB|iMonitorSpy|SHA1
BFF94895A64AEB38B5278BC41B1DB242CD82DA62|TheWiSpy|SHA1
C1D83F5FFE3EC319FF103EC7346CDDF218B5634D|iKeyMonitor|SHA1
C270531A6D75EB4EA2AA0F4D6DF2980AFB494CB3|SpyHuman|SHA1
C276C3B087207C9D3CEEDA766C01E0BDEF7EAC71|XNSpy|SHA1
C377ADFF5DF116AB7297D32850ADE8A8FC3F8FB9|Cocospy|SHA1
C44894EE63F2E861A6960834A21EB27169150722|ShadySpy|SHA1
C4B56E3768543190FDBE0AA01DD628E579F5514C|Spyone|SHA1
C51C36FE4F1DFC0C5B8CD55F74773135C1C1E1E5|AppMia|SHA1
C656605BDB536B842319AC008FBB249D8B0A7422|MobileTrackerFree|SHA1
C7FBC97C3BD3949A6C19FF332E6CF2F2E5CEE561|AndroidPolice|SHA1
C863D800B89648724CD483911FBF756F36497CC9|RealtimeSpy|SHA1
C87A87F7F5EDE2D279DDA0CCDE55E6AB85549D70|Cerberus|SHA1
C8BAE63357CA1DCD9B084BCC99399C96A5B67D49|SpyMasterPro|SHA1
C9BE6C42B975258DEA10EB6946A7986E4FE955E2|AbsoluTrack|SHA1
CA5304E94F4BC97DA9D147E76858DBF70AB8B4E6|OwnSpy|SHA1
CA6F27DDCBE5D7929C82F42F63FF24703A352756|AndroidPolice|SHA1
CB28ADFD818FBFFDF5542F2EFC5140D596EE957E|mSpy|SHA1
CB6E6DEB296275EDF70DC71A62A75AB7B9C8DB89|MobileTrackerFree|SHA1
CB97E71AFA4665D6D28697B9197046C81E5E5D6C|TrackView|SHA1
CBDA86758FBE8E5A6AB805F493AA151B1F2B95F4|TheTruthSpy|SHA1
CC4A78DBE96AC1FA5977E03C97052A9A334113B4|Hoverwatch|SHA1
CC866E79BDAD431A2B1E07229B92E64808221610|Cocospy|SHA1
CCCD74B31E53685BFA5A23AD0AE020AF74689085|MySpyApps|SHA1
CCD5678FF73D6ECF4E74317166422AFE67D77406|PanSpy|SHA1
CCE55D4C3E844E8A7542036D40BFBB4AA98B89D7|ClevGuard|SHA1
CD5724426B602C1CD0BF3BD65EF75B9021C0EC3A|MobileTrackerFree|SHA1
CD8F39DAECC7793F33D8D847A598373B8F25A7B7|HelloSpy|SHA1
CE3BB9701274C15D26A92C1D7D34110961EB73F1|MobileTrackerFree|SHA1
CE94B8512390676F62F3EC61BECEDDDE9AB5519F|AntiFurtoDroid|SHA1
CF627144481D3F1DCFBB6CF12291C540AE325FBE|RealtimeSpy|SHA1
D09EE9D79FF75E737429DDE34FD13EDFDDA34E78|AndroidPolice|SHA1
D15A276F181C839E0390672A43065E8D97F140E9|EasyLogger|SHA1
D1BB66A93F621A66094F28856988C7A2AE9972D0|AbsoluTrack|SHA1
D244AA1DD3D4296CE875EDA2E1B0332459F7DACE|MobileTrackerFree|SHA1
D2A84922F8F747FD7582EFEF4189E06897FA8839|Spyone|SHA1
D3A7E0E542A3E1112741806AC31F341C4200FBA1|Reptilicus|SHA1
D3E6A092741CBA59BE9308FBA72DF887EAB184FD|RealtimeSpy|SHA1
D44524FA0D7866F1798C41C28953DA899B46BE65|Observer|SHA1
D46492F02F25877E9F5D6CFFA4CE99DAC64D981A|TheOneSpy|SHA1
D667A33203776F2285EBA3E826CD286356EF05D0|TheTruthSpy|SHA1
D8418B279414687729D37B34E53AB75D502B9F73|RealtimeSpy|SHA1
D943998AEC15B3D70DA3BF00FF7BF580A41F6E4B|MobileTrackerFree|SHA1
D98C69B50C1092FE21F7CF748DC8B2F91BE56B64|AppSpy|SHA1
DAE17DA900E269741688CEA3DAF929A8D896536D|Traccar|SHA1
DBA6211533A354E4BBF685A2EA458AC372C4ECE4|Trackji|SHA1
DBC4B607C3B07C48F40F9D184DE443D651436CA5|AndroidPolice|SHA1
DD34B4E5125F07BA50738192FBE7B745785FC15A|MeuSpy|SHA1
DDCF7F1032E7D9DA4E3D245A5145363F69F9C393|MobileTrackerFree|SHA1
DDE822BAF53EF55C49096E866A995464CECB8B1C|AndroidPolice|SHA1
DE648A3253C16692AF71141C069D15C87C3E5495|TheTruthSpy|SHA1
E0103BF20E95E826920A3F0F7B3BD03A899127D7|FreeAndroidSpy|SHA1
E023517B163AAAE209CBD97E312752960F575D38|Snoopza|SHA1
E0E02AD30F042E096A7A5654217B846EA08C02D1|MeuSpy|SHA1
E0FCD3E782FB859F7388E4F44A44A5D694114968|AndroidPolice|SHA1
E169250B134E5C46C3064F166E457CDBFCC16524|SpyHuman|SHA1
E2AC495C52B9FBD49B83CFAE0C167878A2F796A5|SpyHuman|SHA1
E3620714FB24A45614A456DF1176D482BCD1B032|SpyApp|SHA1
E401C172FE10C4893A13B38B1FABAA43473E2900|AndroidPolice|SHA1
E43B5671CBA3F48619BF00D6E380BBC2F02A5DCA|OneLocator|SHA1
E458DC7CD8928A41865F502A884F0D51309E0BEF|OneSpy|SHA1
E48C6714DBFD2AB6E5CF85C87EFD05BD8E11E6FB|ClevGuard|SHA1
E6502D8A870C3F3910EA34F5B46D20D923047580|TheTruthSpy|SHA1
E689432F7C2A39379BD64CB0BD2A6028F3A666DD|AndroidPolice|SHA1
E6F85CAB3903304DC16197B7EDA8F67ED6D65A1A|AndroidPolice|SHA1
E7D395DF3B8077C733D9BE67D841FDF271F49406|OneSpy|SHA1
E8395BE2A32B62C1BA21E37663E3BF1583E00FAA|MobileTrackerFree|SHA1
E871393054ED858ACB5854C0DB9F674C42160344|AndroidPolice|SHA1
E8FF1077D207E47AB4B53F275C437C0889579658|Hoverwatch|SHA1
E906D462FA05007DE06423A10539C7E7EAB041CD|Observer|SHA1
EA35FC50B3B0E0A9E5405BAC2D7E58D7F9559FD0|AndroidPolice|SHA1
EAD44242A3C0A73DEF7976C56AC10A4530E8F67A|AndroidPolice|SHA1
EBD3713DFB02D79ADC90C88DE1E0B547882F5A42|TrackMyPhones|SHA1
ED5BADBC20B1B027F5858D29DAFBF66535C46DB9|AndroidPolice|SHA1
EE35E2740576480486307C991C762A3FBA8DA46D|RealtimeSpy|SHA1
EF6BC4C13FE455CD98192E56D96317069BDF7658|LetMeSpy|SHA1
EF8006163D09D176083936CFB068BB07A8918118|AndroidPolice|SHA1
F038CD90AFEA9C037A801FFAE67DF55A870879C4|AiSpyer|SHA1
F18B3369F152EC3C74EC884BE977B3CA0E0C996D|CatWatchful|SHA1
F1912CEE4B5D6C1EA4070B53B440E2F660FFCBBD|AllTracker|SHA1
F21ECAFCFF000686E8EC090F1ECDAECE08798BFF|Hoverwatch|SHA1
F25D72FCCB84BAF7F73467FC9571024B7E274CA3|Cocospy|SHA1
F2633353631EE72F7B7A7B946FABE1EF0A339041|Cerberus|SHA1
F28F3A97D25E51AB266E56D3B80F04747D242E50|PhoneSheriff|SHA1
F3E17DFDB98B1F7774A16967FD1D84D3D9D59389|SpyApp|SHA1
F4E6DA34F0071AEB70010EBB69875E5212D69140|uMobix|SHA1
F4F16BDEB31AED018276B47CAD9007063029FD22|Traccar|SHA1
F575CA9980D3075CF728F2081D9EC5F910CC17E8|AndroidPolice|SHA1
F57CACB890BE22907709DDE69ED3887F6943734E|RealtimeSpy|SHA1
F57CBB4CBB9834A14AF675222CECA6A0D26D838E|PhoneSheriff|SHA1
F5A5336B28456208EF357B4630A93A91206CF21A|TrackMyPhones|SHA1
F5C25A3B800311E8053295676ADB112753E03F0B|Spy24|SHA1
F5EAEFDECAD39B93134E859BEDC7D3ED42FBE2B3|AndroidPolice|SHA1
F6422B9D4DD3C7370E3ED2879EA4DC8F463CD2A2|FlexiSpy|SHA1
F6914F044B9385D6005DC9C50A9AECDC2349F413|HelloSpy|SHA1
F747F0BBEF33FFEE6AFC4E7CFA03B28215985F24|iKeyMonitor|SHA1
F7871F09D6E58B9BEA5913FB2FA879E5427725E3|AllTracker|SHA1
F8FC21D0709C3C0A3E4FBA81D24AB50979F25C19|WheresMyDroid|SHA1
F9181C6CF9AACB3AB1092F5338C3198A8D833431|TheTruthSpy|SHA1
F9265164219A1C5DEE4A76D66BEA0C35A1FD6032|SpyHuman|SHA1
FB2EEA183C183B486B3001EC5FC4E8C906593356|MobileTrackerFree|SHA1
FB8F23C57D0AFD255FD255B290B2EF6DBB2EAFD8|AndroidPolice|SHA1
FB926CF2937331BB8A46E2C5280233C04DA2342E|AppSpy|SHA1
FBC83FD67E3B534B8B03D3B341249DB3186374E2|PhoneSpy|SHA1
FC5A4AD10F0686AA8EAE2C08BA13CC451CBD6037|EasyPhoneTrack|SHA1
FC786B8F918655D45245C685A471BD57F02FB366|AndroidPolice|SHA1
FCB6F780EA8F2FE7249F66C6348572BDBD54F576|Unisafe|SHA1
FD4C2144DF6E431378A46EAEACC696AF94DE9D56|AndroidPolice|SHA1
FD5E1BBC94E5609F366DD4816C975C1CF4003F40|AndroidPolice|SHA1
FD84821C80C1499A2446F6F7E13BF8BDA6A66402|AndroidPolice|SHA1
FE7626A8D3C38FD78EA2A729B39B943BA814F014|ShadowSpy|SHA1
FE821A533BDC31822D9EB5F98243EB16917C8EE7|mSpy|SHA1
FED69D6F09AE8C98DD4053C1934CCAF57D31824D|MobiStealth|SHA1
FEEF07EA18BA2EF7B75AD311F45A45AB4C1E8F0E|AndroidPolice|SHA1
FF8CCD9816B0524A58FBDE1809FB227DBCDFD692|TheTruthSpy|SHA1
H20201128|AndroidPolice|unknown
MobileRecorder|Mrecorder|unknown
Tesline-Service SRL|AndroidPolice|unknown
^Kids\WSafety\W[0-9]{2}-[0-9]{2}-[0-9]{2,4}\W[0-9]{2}:[0-9]{2}:[0-9]{2}$|AndroidPolice|unknown
mobizim|MobiStealth|unknown
mrecorder2|Mrecorder|unknown
